"Main.Compilation"	"Project"	"Company"	"Stage"	"Type"	"Costs"	"Operating.Status"	"AEUB.Status"	"Startup"	"Value"	"Unit.Def"	"Description"	"Descr.Updated"	"Data.Source.Year"	"Data.Source"
"300"	"oilsandsreview.com Prognosis 2012"	"Hoole"	"Cavalier Energy Inc."	"Phase 4"	"SAGD"	""	""	"Announced"		"30000 "	"Barrels of bitumen per day"	"Cenovus says it has commissioned more than 90 per cent of the Phase D plant and expects first production in Q3. Construction of Phase E is more than 50 per cent complete, with initial production expected in Q3/2013. Site preparation continues for Phase F. Phase H capacity has been increased from 40,000 to 50,000 barrels per day due to the addition of a fifth steam generator that will incorporate boiler blowdown technology."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"307"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase 1A"	"SAGD"	""	""	"Operating"	2002-07-01	"10000 "	"Barrels of bitumen per day"	"Site preparation underway."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"308"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase 1B"	"SAGD"	""	""	"Operating"	2008-07-01	"8800 "	"Barrels of bitumen per day"	"Site preparation underway."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"309"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase C"	"SAGD"	"$800 million"	""	"Operating"	2011-07-01	"40000 "	"Barrels of bitumen per day"	"Site preparation underway."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"310"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase D"	"SAGD"	""	""	"Operating"	2012-07-01	"40000 "	"Barrels of bitumen per day"	"Site preparation underway."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"311"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase E"	"SAGD"	"$2.7 billion"	""	"Construction"	2013-07-01	"40000 "	"Barrels of bitumen per day"	"Site preparation underway."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"312"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase F"	"SAGD"	""	""	"Approved"	2016-07-01	"50000 "	"Barrels of bitumen per day"	"Site preparation underway."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"314"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase G"	"SAGD"	""	""	"Approved"	2017-07-01	"50000 "	"Barrels of bitumen per day"	"The project will be integrated into the current Christina Lake central plant site and will require other related infrastructure projects including electrical power lines, fuel gas pipelines and oil transportation pipelines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"315"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"Cenovus Energy Inc."	"Phase H"	"SAGD"	""	""	"Announced"	2019-07-01	"50000 "	"Barrels of bitumen per day"	"The project will be integrated into the current Christina Lake central plant site and will require other related infrastructure projects including electrical power lines, fuel gas pipelines and oil transportation pipelines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"321"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase A"	"SAGD"	""	""	"Operating"	2001-07-01	"24000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"322"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase B Debottleneck"	"SAGD"	""	""	"Operating"	2003-07-01	"6000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"323"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase C Stage 1"	"SAGD"	""	""	"Operating"	2005-07-01	"10000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"324"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase C Stage 2"	"SAGD"	""	""	"Operating"	2007-07-01	"20000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"325"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase D"	"SAGD"	""	""	"Operating"	2009-07-01	"30000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"326"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase E"	"SAGD"	""	""	"Operating"	2009-07-01	"30000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"327"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase F"	"SAGD"	"$2.0 billion"	""	"Construction"	2014-07-01	"45000 "	"Barrels of bitumen per day"	"Regulatory approval received for phases F, G and H."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"329"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase G"	"SAGD"	""	""	"Approved"	2015-07-01	"40000 "	"Barrels of bitumen per day"	"The proposed Project is an expansion of the existing Cenovus Foster Creek SAGD operation and is expected to have a production capacity of 55,000 bbls/d, increasing the total approved production to 295,000 bbls/d. The Phase J project involves optimization of the existing Central Processing Facilities (CPFs) and will not require the construction of a new CPF. Other infrastructure required for the Project includes additional well pads and associated shared infrastructure such as pipelines, roads and power lines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"330"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase H"	"SAGD"	""	""	"Approved"	2016-07-01	"40000 "	"Barrels of bitumen per day"	"The proposed Project is an expansion of the existing Cenovus Foster Creek SAGD operation and is expected to have a production capacity of 55,000 bbls/d, increasing the total approved production to 295,000 bbls/d. The Phase J project involves optimization of the existing Central Processing Facilities (CPFs) and will not require the construction of a new CPF. Other infrastructure required for the Project includes additional well pads and associated shared infrastructure such as pipelines, roads and power lines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"331"	"oilsandsreview.com Prognosis 2012"	"Foster Creek"	"Cenovus Energy Inc."	"Phase J"	"SAGD"	""	""	"Announced"	2019-07-01	"50000 "	"Barrels of bitumen per day"	"The proposed Project is an expansion of the existing Cenovus Foster Creek SAGD operation and is expected to have a production capacity of 55,000 bbls/d, increasing the total approved production to 295,000 bbls/d. The Phase J project involves optimization of the existing Central Processing Facilities (CPFs) and will not require the construction of a new CPF. Other infrastructure required for the Project includes additional well pads and associated shared infrastructure such as pipelines, roads and power lines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"337"	"oilsandsreview.com Prognosis 2012"	"Narrows Lake"	"Cenovus Energy Inc."	"Phase 1"	"SAP-SAGD"	"$1.6 billion"	""	"Approved"	2017-07-01	"45000 "	"Barrels of bitumen per day"	"The Project is expected to have a production capacity of 130,000 barrels of oil per day, up to three phases and a project life of up to 40 years. The Project may require other related infrastructure projects including electrical power lines, fuel gas pipelines, diluent supply pipelines, produced oil pipelines and salt caverns for potential storage of solvent, diluent or produced oil. Pipelines and/or rail are being studied for solvent transportation. These related projects will be applied for separately, as appropriate."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"339"	"oilsandsreview.com Prognosis 2012"	"Narrows Lake"	"Cenovus Energy Inc."	"Phase 2"	"SAP-SAGD"	""	""	"Approved"		"45000 "	"Barrels of bitumen per day"	"While regulators review the commercial application, Cenovus continues development work at its pilot. It is currently installing a third steam generator, and anticipates steam injection at its second well pair to start in Q3/2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"340"	"oilsandsreview.com Prognosis 2012"	"Narrows Lake"	"Cenovus Energy Inc."	"Phase 3"	"SAP-SAGD"	""	""	"Approved"		"40000 "	"Barrels of bitumen per day"	"While regulators review the commercial application, Cenovus continues development work at its pilot. It is currently installing a third steam generator, and anticipates steam injection at its second well pair to start in Q3/2012."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"344"	"oilsandsreview.com Prognosis 2012"	"Pelican Lake Grand Rapids"	"Cenovus Energy Inc."	"Phase A"	"SAP-SAGD"	""	""	"Application"	2017-07-01	"60000 "	"Barrels of bitumen per day"	"Once the SAGD operation is established plans are to incorporate co-injection of light hydrocarbons, referred to as Solvent Aided Process (SAP) where economically feasible. Project to include central processing, an estimated number of five initial well pads and 100 initial well pairs will be operating within 12 months of operations start up; an estimated total of 200 well pads supporting up to 3,700 well pairs over the life of the Project; roads and pipelines required to operate the wells and transport the oil to the central processing site; and up to six disposal wells."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"346"	"oilsandsreview.com Prognosis 2012"	"Pelican Lake Grand Rapids"	"Cenovus Energy Inc."	"Phase B"	"SAP-SAGD"	""	""	"Application"		"60000 "	"Barrels of bitumen per day"	"ERCB approval was received to proceed with a single well pair SAGD pilot in the Grand Rapids. Received ERCB approval June 2010 and AENV approval November 2010."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"347"	"oilsandsreview.com Prognosis 2012"	"Pelican Lake Grand Rapids"	"Cenovus Energy Inc."	"Phase C"	"SAP-SAGD"	""	""	"Application"		"60000 "	"Barrels of bitumen per day"	"ERCB approval was received to proceed with a single well pair SAGD pilot in the Grand Rapids. Received ERCB approval June 2010 and AENV approval November 2010."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"348"	"oilsandsreview.com Prognosis 2012"	"Pelican Lake Grand Rapids"	"Cenovus Energy Inc."	"Pilot"	"SAGD"	""	""	"Operating"	2011-07-01	"600 "	"Barrels of bitumen per day"	"ERCB approval was received to proceed with a single well pair SAGD pilot in the Grand Rapids. Received ERCB approval June 2010 and AENV approval November 2010."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"352"	"oilsandsreview.com Prognosis 2012"	"West Kirby"	"Cenovus Energy Inc."	"Phase 1"	"SAGD"	""	""	"Announced"		"30000 "	"Barrels of bitumen per day"	"Two potential phases each 30,000 bbls/d"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"356"	"oilsandsreview.com Prognosis 2012"	"Winefred Lake"	"Cenovus Energy Inc."	"Phase 1"	"SAGD"	""	""	"Announced"		"30000 "	"Barrels of bitumen per day"	"Two potential phases of 30,000 bbls/d"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"363"	"oilsandsreview.com Prognosis 2012"	"Algar"	"Connacher Oil And Gas Limited"	"Pod 2"	"SAGD"	"$326 million"	""	"Operating"	2010-07-01	"10000 "	"Barrels of bitumen per day"	"Connacher reports that, with its budget constrained for 2012, operational activities include increasing netbacks by reducing operating costs and increasing realized bitumen prices, maintaining production within its announced guidance, de-risking and preparing various short-term projects for bitumen production increases, and improving production with technology innovations such as SAGD+ at Algar and gas re-injection at Great Divide. The companys strategic review process continues."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"367"	"oilsandsreview.com Prognosis 2012"	"Great Divide"	"Connacher Oil And Gas Limited"	"Expansion 1A"	"SAGD"	"$600 million"	""	"Application"	2014-07-01	"12000 "	"Barrels of bitumen per day"	"ConocoPhillips Canada says engineering is 90 per cent complete on its Surmont 2 expansion."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"368"	"oilsandsreview.com Prognosis 2012"	"Great Divide"	"Connacher Oil And Gas Limited"	"Expansion 1B"	"SAGD"	""	""	"Application"	2016-07-01	"12000 "	"Barrels of bitumen per day"	"ConocoPhillips Canada says engineering is 90 per cent complete on its Surmont 2 expansion."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"369"	"oilsandsreview.com Prognosis 2012"	"Great Divide"	"Connacher Oil And Gas Limited"	"Pod 1"	"SAGD"	"$200 million"	""	"Operating"	2007-07-01	"10000 "	"Barrels of bitumen per day"	"ConocoPhillips Canada says engineering is 90 per cent complete on its Surmont 2 expansion."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"376"	"oilsandsreview.com Prognosis 2012"	"Surmont"	"ConocoPhillips Canada Limited"	"Phase 1"	"SAGD"	"$1.4 billion"	""	"Operating"	2007-07-01	"27000 "	"Barrels of bitumen per day"	"Additional drilling planned for 2012 and continue to convert the activation method on the existing wells from gas lift to electric submersible pump (ESP) in order to improve production."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"378"	"oilsandsreview.com Prognosis 2012"	"Surmont"	"ConocoPhillips Canada Limited"	"Phase 2"	"SAGD"	"$2.49 billion"	""	"Construction"	2015-07-01	"109000 "	"Barrels of bitumen per day"	"Roughly 100 steam assisted gravity drainage (SAGD) well pairs will be drilled to achieve annual average output of 83,000 bbls of bitumen.Operations to start in 2014 and then first production will be early in 2015 or late 2014,"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"380"	"oilsandsreview.com Prognosis 2012"	"Surmont"	"ConocoPhillips Canada Limited"	"Pilot"	"SAGD"	""	""	"Operating"	1997-07-01	"1200 "	"Barrels of bitumen per day"	"Devon says construction of the Jackfish 3 project is now approximately 40 per cent complete."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"386"	"oilsandsreview.com Prognosis 2012"	"Jackfish"	"Devon Canada Corporation"	"Phase 1"	"SAGD"	"$650 million"	""	"Operating"	2007-07-01	"35000 "	"Barrels of bitumen per day"	"Phase 1 - Extract 35,000 bpd"	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"388"	"oilsandsreview.com Prognosis 2012"	"Jackfish"	"Devon Canada Corporation"	"Phase 2"	"SAGD"	"$1.05 billion"	""	"Operating"	2011-07-01	"35000 "	"Barrels of bitumen per day"	"Will commence steam injection in the second quarter of 2011."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"390"	"oilsandsreview.com Prognosis 2012"	"Jackfish"	"Devon Canada Corporation"	"Phase 3"	"SAGD"	"$1.2 billion"	""	"Construction"	2015-07-01	"35000 "	"Barrels of bitumen per day"	"A third facility capable of producing an additional 35,000 bpd for over 20 years using SAGD technology. Project will include a Central Processing Facility, 19 new well pads, pipelines, roads and power lines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"396"	"oilsandsreview.com Prognosis 2012"	"Pike"	"Devon Canada Corporation"	"1A"	"SAGD"	""	""	"Application"	2016-07-01	"35000 "	"Barrels of bitumen per day"	"The Project as proposed includes a Central Processing Facility (CPF) consisting of multiple phases, well pads, source water and disposal well sites, pipelines, roads and power lines. The Project is expected to produce approximately 109,000 barrels per day (bpd) of bitumen."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"398"	"oilsandsreview.com Prognosis 2012"	"Pike"	"Devon Canada Corporation"	"1B"	"SAGD"	""	""	"Application"	2017-07-01	"35000 "	"Barrels of bitumen per day"	"Road, plant and civil site construction expected to be complete imminently. SAGD well pair drilling and completions scheduled to be complete in Q3, with in-field plant assembly complete in Q4. Commissioning to be complete and steam circulation initiated in Q1/2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"399"	"oilsandsreview.com Prognosis 2012"	"Pike"	"Devon Canada Corporation"	"1C"	"SAGD"	""	""	"Application"	2018-07-01	"35000 "	"Barrels of bitumen per day"	"Road, plant and civil site construction expected to be complete imminently. SAGD well pair drilling and completions scheduled to be complete in Q3, with in-field plant assembly complete in Q4. Commissioning to be complete and steam circulation initiated in Q1/2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"406"	"oilsandsreview.com Prognosis 2012"	"Algar Lake"	"Grizzly Oil Sands Ulc"	"Phase 1"	"SAGD"	"$220 million"	""	"Construction"	2013-07-01	"5650 "	"Barrels of bitumen per day"	"The Algar Lake Project involves the drilling of SAGD production wells and the construction of a facility capable of producing 11,300 barrels a day of bitumen. Plans are to develop in two phases each phase consisting of 5,000 - 6,000 bbls/d at a cost of $120 million per phase. The project will consisting of two plant phases and 40 well pairs on four well pads. Grizzly plans to deploy its Advanced, Relocatable, Modular, Standardized (ARMS) Development Model"	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"408"	"oilsandsreview.com Prognosis 2012"	"Algar Lake"	"Grizzly Oil Sands Ulc"	"Phase 2"	"In Situ"	"$185 million"	""	"Approved"	2014-07-01	"5650 "	"Barrels of bitumen per day"	"Each plant phase is designed to operate at an average capacity of 5,000 - 6,000 bbls per day. Upon approval, Grizzly intends to construct the first phase consisting of one modular central processing facility (CPF), 10 well pairs on one well pad, and associated roads and pipelines. As proposed, the second plant phase, to be developed two years subsequent to approval, will include a second modular CPF and an additional 10 well pairs on one well pad."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"413"	"oilsandsreview.com Prognosis 2012"	"May River"	"Grizzly Oil Sands Ulc"	"Phase 1"	"SAGD"	"$250 million"	""	"Application"	2013-07-01	"10000 "	"Barrels of bitumen per day"	"The May River Project will consist of an initial phase with a production capacity of between 10,000 partially upgraded bitumen. This will be followed by additional phases to aggressively build production to 100,000 bbl/d. The facility development concept is based on a single central processing ‘hub and spoke’ configuration with production pads located over the McMurray channel.The central processing facility (CPF) is also planned to incorporate leading edge technology to produce a high-quality water by-product for industrial use, utilize oxygen enriched injection air, recover hydrocarbons from the produced gas stream and manage greenhouse gases."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"415"	"oilsandsreview.com Prognosis 2012"	"May River"	"Grizzly Oil Sands Ulc"	"Subsequent Phases"	"SAGD"	""	""	"Disclosed"		"90000 "	"Barrels of bitumen per day"	"Harvest expects approval for its 20,000 barrel per day Phase 2 at BlackGold this year."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"421"	"oilsandsreview.com Prognosis 2012"	"BlackGold"	"Harvest Operations Corp."	"Phase 1"	"SAGD"	"$500 million"	""	"Construction"	2014-07-01	"10000 "	"Barrels of bitumen per day"	"Company currently anticipates approximately 18 horizontal well pairs, drilled directionally from three well pads for the first phase. Over the life of the Project 52 well pairs will be drilled from 9 pads. Central corridors with pipelines and access roads will connect the well pads to the Central Processing Facility (CPF). The CPF will include: bitumen/water/gas separation; water de-oiling; water recycle/treating; steam generation, bitumen and diluent storage, and a pipeline transportation system. Other systems such as fuel gas, flare and drain, instrument air, power distribution, office and infrastructure also will be integrated into the CPF and well pads. GS Engineering & Construction Corp. has been awarded the contract to build the BlackGold Phase One project."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"423"	"oilsandsreview.com Prognosis 2012"	"BlackGold"	"Harvest Operations Corp."	"Phase 2"	"SAGD"	"$540 million"	""	"Application"		"20000 "	"Barrels of bitumen per day"	"Phase Two includes Central Processing Facilities, Powerline, Tankage, Saline Water Source Wells, Distribution and Gathering Lines"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"430"	"oilsandsreview.com Prognosis 2012"	"McMullen"	"Husky Energy Inc."	"Air Injection Pilot-Experimental"	"Air injection"	"$15 million"	""	"Construction"	2012-07-01	"755 "	"Barrels of bitumen per day"	"Husky is seeking approval for the McMullen Thermal Conduction Pilot Project, utilizing the concept of air injection and in-situ combustion as a thermal recovery process to conduct heat downward from the depleted gas zone to the underlying bitumen in order to mobilize the heavy oil for production.The Project will provide valuable technical information to demonstrate the effectiveness of the Thermal Conduction Process in the Project area and to determine potential commercial viability. The Project is expected to have a life of 8 years."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"438"	"oilsandsreview.com Prognosis 2012"	"Hangingstone"	"Japan Canada Oil Sands Limited"	"Expansion"	"SAGD"	"$1.7 billion"	""	"Application"	2016-07-01	"35000 "	"Barrels of bitumen per day"	"JACOS has applied to construct, operate, and reclaim an in situ oil sands project. The Expansion Project would produce up to 35,000 bbls/d of bitumen at peak production using the steam assisted gravity drainage recovery process. The Expansion Project would include the construction of associated facilities, thermal injection wells, production wells, utilities, and infrastructure. About 26 well pads and a central processing facility would be required over the Expansion Project’s expected 25-year operation. Construction is proposed begin in the winter of 2011/2012, with first production by 2014. The Expansion Project would be located adjacent to the existing JACOS Hangingstone Demonstration Project. Approval anticipated Q3 2011."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"442"	"oilsandsreview.com Prognosis 2012"	"Hangingstone Pilot"	"Japan Canada Oil Sands Limited"	"Pilot"	"SAGD"	""	""	"Operating"	1999-07-01	"11000 "	"Barrels of bitumen per day"	"Demonstration project started production in 1999 and has a projected 25 year lifespan.Currently producing 7,500 bbls/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"449"	"oilsandsreview.com Prognosis 2012"	"Muskwa"	"Koch Exploration Canada Corporation"	"Pilot"	"SAGD"	""	""	"Application"	2015-07-01	"10000 "	"Barrels of bitumen per day"	"The Project will consist of a central processing facility (CPF) designed for a bitumen production capacity up to 10,000 bpd, as well as 18 SAGD well pads. The CPF will include two modular processing facilities (MPF 1 and MPF 2) each designed for a bitumen production capacity up to 5,000 bpd. Installation and commissioning of MPF 1 will occur prior to commencing the construction of MPF 2. Produced bitumen blended with diluent (dil-bit) will be delivered to a point of sale by truck."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"456"	"oilsandsreview.com Prognosis 2012"	"Germain"	"Laricina Energy Ltd."	"Phase 1 CDP"	"SC-SAGD"	"$435 million"	""	"Construction"	2013-07-01	"5000 "	"Barrels of bitumen per day"	"The Germain pilot would consist of: a central processing facility; a single well pad with 10 SAGD well pairs, electrical substation, utility corridor including roads, gathering lines and power lines, associated infrastructure such as storage tanks, surface run-off pond, flow lines and construction and operations camps. The thermal recovery techniques to be used are SAGD and Solvent-Cyclic Steam Assisted Gravity Drainage (SC-SAGD)."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"458"	"oilsandsreview.com Prognosis 2012"	"Germain"	"Laricina Energy Ltd."	"Phase 2"	"SC-SAGD"	"$1.5 billion"	""	"Application"	2015-07-01	"30000 "	"Barrels of bitumen per day"	"Project will consist of a CPF, infrastructure and well pads. Laricina plans to utilize either SC-SAGD or SAGD technology in Phase 2 of the Project. Pending approvals, construction of Phase 2 will initially require 60 well pairs on six pads for Phase 2 SCSAGD-3.3 operations or 38 well pairs on four well pads for Phase 2 SC-SAGD-2.2 operations, and will commence in 2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"460"	"oilsandsreview.com Prognosis 2012"	"Germain"	"Laricina Energy Ltd."	"Phase 3"	"SC-SAGD"	""	""	"Application"		"60000 "	"Barrels of bitumen per day"	"Construction of the Phase 3 CPF and initial development of nine well pads, with the drilling of 100 SC-SAGD well pairs, will commence in 2016. Laricina is proposing the construction of additional camp to the northeast of the Phase 3 and 4 CPFs at SE12-85-22 W4M."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"462"	"oilsandsreview.com Prognosis 2012"	"Germain"	"Laricina Energy Ltd."	"Phase 4"	"SC-SAGD"	""	""	"Application"		"60000 "	"Barrels of bitumen per day"	"Construction of the Phase 4 CPF and initial development of five well pads, with the drilling of 100 SC-SAGD well pairs, will commence in 2020."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"468"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Laricina Energy Ltd."	"Experimental Pilot"	"SAGD"	"$45 million"	""	"Operating"	2011-07-01	"1800 "	"Barrels of bitumen per day"	"The Saleski Pilot consists of: a small pilot plant central processing facility; a single well pad with three SAGD well pairs; an access corridor, borrow pits, camp site, sumps and source water and disposal wells; and a storm water retention pond. Convert wells to SC-SAGD Q3/Q4 2012."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"470"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Laricina Energy Ltd."	"Phase 1"	"SC-SAGD"	"$660 million"	""	"Application"	2014-07-01	"10700 "	"Barrels of bitumen per day"	"As of June 2012, MEG says detailed engineering on the Phase 2B expansion is 99 per cent complete, and over 100 of 140 modules have been installed, with the remainder expected to be complete in 2012. All materials have been ordered, with delivery and on-site construction expected to be complete in 2013. Approximately 60 per cent of the horizontal wells for the 42 SAGD well pairs have been drilled."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"471"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Laricina Energy Ltd."	"Phase 2"	"In Situ"	""	""	"Announced"	2017-07-01	"10700 "	"Barrels of bitumen per day"	"As of June 2012, MEG says detailed engineering on the Phase 2B expansion is 99 per cent complete, and over 100 of 140 modules have been installed, with the remainder expected to be complete in 2012. All materials have been ordered, with delivery and on-site construction expected to be complete in 2013. Approximately 60 per cent of the horizontal wells for the 42 SAGD well pairs have been drilled."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"472"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Laricina Energy Ltd."	"Phase 3"	"In Situ"	""	""	"Announced"	2020-07-01	"60000 "	"Barrels of bitumen per day"	"As of June 2012, MEG says detailed engineering on the Phase 2B expansion is 99 per cent complete, and over 100 of 140 modules have been installed, with the remainder expected to be complete in 2012. All materials have been ordered, with delivery and on-site construction expected to be complete in 2013. Approximately 60 per cent of the horizontal wells for the 42 SAGD well pairs have been drilled."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"473"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Laricina Energy Ltd."	"Phase 4"	"In Situ"	""	""	"Announced"	2023-07-01	"60000 "	"Barrels of bitumen per day"	"As of June 2012, MEG says detailed engineering on the Phase 2B expansion is 99 per cent complete, and over 100 of 140 modules have been installed, with the remainder expected to be complete in 2012. All materials have been ordered, with delivery and on-site construction expected to be complete in 2013. Approximately 60 per cent of the horizontal wells for the 42 SAGD well pairs have been drilled."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"474"	"oilsandsreview.com Prognosis 2012"	"Saleski"	"Laricina Energy Ltd."	"Phase 5"	"In Situ"	""	""	"Announced"	2026-07-01	"60000 "	"Barrels of bitumen per day"	"As of June 2012, MEG says detailed engineering on the Phase 2B expansion is 99 per cent complete, and over 100 of 140 modules have been installed, with the remainder expected to be complete in 2012. All materials have been ordered, with delivery and on-site construction expected to be complete in 2013. Approximately 60 per cent of the horizontal wells for the 42 SAGD well pairs have been drilled."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"480"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"MEG Energy Corporation"	"Phase 1 Pilot"	"SAGD"	""	""	"Operating"	2008-07-01	"3000 "	"Barrels of bitumen per day"	"Production commenced April 2008. Now integrated with Phase 2 for a total capacity of 25,000 bbls/d."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
